13524952322||111.11|222.22||||

13524952322||111.11|222.22||||

13524952322||111.11|222.22||||

13524952322||111.11|222.22||||

13524952322||111.11|222.22||||

13524952322||111.11|222.22||||

13524952322||111.11|222.22||||

13524952322||111.11|222.22||||

13524952322||111.11|222.22||||

13524952322||111.11|222.22||||

13524952322||111.11|222.22||||

13524952322||111.11|222.22||||

13524952322||111.11|222.22||||

13524952322||111.11|222.22||||

13524952322||111.11|222.22||||

13524952322||111.11|222.22||||

13524952322||111.11|222.22||||

13524952322||111.11|222.22||||

13524952322||111.11|222.22||||

13524952322||111.11|222.22||||

13524952322||111.11|222.22||||

13524952322||111.11|222.22||||

13524952322||111.11|222.22||||

13524952322||111.11|222.22||||

